,type,airline,delay,scheduledTime,actualTime,date,Day of the week
17861,departure,aeromexico,13.0,2024-05-28 21:00:00,2024-05-28 21:13:00,2024-05-28,Tuesday
17864,departure,delta air lines,13.0,2024-05-28 21:00:00,2024-05-28 21:13:00,2024-05-28,Tuesday
17866,departure,aeromexico,12.0,2024-05-28 21:00:00,2024-05-28 21:12:00,2024-05-28,Tuesday
17870,departure,delta air lines,12.0,2024-05-28 21:00:00,2024-05-28 21:12:00,2024-05-28,Tuesday
17871,departure,delta air lines,4.0,2024-05-28 21:00:00,2024-05-28 21:04:00,2024-05-28,Tuesday
17875,departure,delta air lines,24.0,2024-05-28 21:01:00,2024-05-28 21:25:00,2024-05-28,Tuesday
17877,departure,frontier airlines,26.0,2024-05-28 21:04:00,2024-05-28 21:29:00,2024-05-28,Tuesday
17878,departure,aeromexico,50.0,2024-05-28 21:05:00,,2024-05-28,Tuesday
17879,departure,delta air lines,50.0,2024-05-28 21:05:00,,2024-05-28,Tuesday
17880,departure,aeromexico,38.0,2024-05-28 21:05:00,2024-05-28 21:42:00,2024-05-28,Tuesday
17882,departure,delta air lines,38.0,2024-05-28 21:05:00,2024-05-28 21:42:00,2024-05-28,Tuesday
17886,departure,delta air lines,2.0,2024-05-28 21:05:00,2024-05-28 21:06:00,2024-05-28,Tuesday
17888,departure,delta air lines,22.0,2024-05-28 21:05:00,2024-05-28 21:27:00,2024-05-28,Tuesday
17890,departure,aeromexico,6.0,2024-05-28 21:05:00,2024-05-28 21:11:00,2024-05-28,Tuesday
17893,departure,delta air lines,6.0,2024-05-28 21:05:00,2024-05-28 21:11:00,2024-05-28,Tuesday
17894,departure,aeromexico,8.0,2024-05-28 21:10:00,2024-05-28 21:17:00,2024-05-28,Tuesday
17897,departure,delta air lines,8.0,2024-05-28 21:10:00,2024-05-28 21:17:00,2024-05-28,Tuesday
17899,departure,aeromexico,16.0,2024-05-28 21:10:00,2024-05-28 21:26:00,2024-05-28,Tuesday
17902,departure,delta air lines,16.0,2024-05-28 21:10:00,2024-05-28 21:26:00,2024-05-28,Tuesday
17905,departure,aeromexico,8.0,2024-05-28 21:15:00,2024-05-28 21:22:00,2024-05-28,Tuesday
17908,departure,delta air lines,8.0,2024-05-28 21:15:00,2024-05-28 21:22:00,2024-05-28,Tuesday
17909,departure,aeromexico,9.0,2024-05-28 21:15:00,2024-05-28 21:23:00,2024-05-28,Tuesday
17911,departure,delta air lines,9.0,2024-05-28 21:15:00,2024-05-28 21:23:00,2024-05-28,Tuesday
17912,departure,aeromexico,112.0,2024-05-28 21:25:00,,2024-05-28,Tuesday
17914,departure,delta air lines,112.0,2024-05-28 21:25:00,,2024-05-28,Tuesday
17916,departure,delta air lines,13.0,2024-05-28 21:25:00,2024-05-28 21:37:00,2024-05-28,Tuesday
17918,departure,aeromexico,14.0,2024-05-28 21:26:00,2024-05-28 21:40:00,2024-05-28,Tuesday
17921,departure,delta air lines,14.0,2024-05-28 21:26:00,2024-05-28 21:40:00,2024-05-28,Tuesday
17924,departure,aeromexico,10.0,2024-05-28 21:35:00,2024-05-28 21:44:00,2024-05-28,Tuesday
17926,departure,delta air lines,10.0,2024-05-28 21:35:00,2024-05-28 21:44:00,2024-05-28,Tuesday
17928,departure,aeromexico,11.0,2024-05-28 21:40:00,2024-05-28 21:50:00,2024-05-28,Tuesday
17931,departure,delta air lines,11.0,2024-05-28 21:40:00,2024-05-28 21:50:00,2024-05-28,Tuesday
17932,departure,aeromexico,9.0,2024-05-28 21:40:00,2024-05-28 21:49:00,2024-05-28,Tuesday
17934,departure,delta air lines,9.0,2024-05-28 21:40:00,2024-05-28 21:49:00,2024-05-28,Tuesday
17935,departure,spirit airlines,59.0,2024-05-28 21:47:00,,2024-05-28,Tuesday
17937,departure,jetblue airways,12.0,2024-05-28 22:40:00,2024-05-28 22:52:00,2024-05-28,Tuesday
17939,departure,delta air lines,13.0,2024-05-28 22:50:00,2024-05-28 23:02:00,2024-05-28,Tuesday
17940,departure,aeromexico,12.0,2024-05-28 22:50:00,2024-05-28 23:01:00,2024-05-28,Tuesday
17942,departure,delta air lines,12.0,2024-05-28 22:50:00,2024-05-28 23:01:00,2024-05-28,Tuesday
17943,departure,aeromexico,49.0,2024-05-28 22:50:00,2024-05-28 23:39:00,2024-05-28,Tuesday
17945,departure,delta air lines,49.0,2024-05-28 22:50:00,2024-05-28 23:39:00,2024-05-28,Tuesday
17946,departure,aeromexico,15.0,2024-05-28 22:50:00,2024-05-28 23:04:00,2024-05-28,Tuesday
17948,departure,delta air lines,15.0,2024-05-28 22:50:00,2024-05-28 23:04:00,2024-05-28,Tuesday
17949,departure,aeromexico,88.0,2024-05-28 22:50:00,,2024-05-28,Tuesday
17952,departure,delta air lines,88.0,2024-05-28 22:50:00,,2024-05-28,Tuesday
17953,departure,delta air lines,6.0,2024-05-28 22:50:00,2024-05-28 22:55:00,2024-05-28,Tuesday
17954,departure,aeromexico,79.0,2024-05-28 22:55:00,,2024-05-28,Tuesday
17956,departure,delta air lines,79.0,2024-05-28 22:55:00,,2024-05-28,Tuesday
17957,departure,aeromexico,9.0,2024-05-28 22:55:00,2024-05-28 23:03:00,2024-05-28,Tuesday
17958,departure,delta air lines,9.0,2024-05-28 22:55:00,2024-05-28 23:03:00,2024-05-28,Tuesday
17959,departure,aeromexico,27.0,2024-05-28 22:55:00,2024-05-28 23:22:00,2024-05-28,Tuesday
17961,departure,delta air lines,27.0,2024-05-28 22:55:00,2024-05-28 23:22:00,2024-05-28,Tuesday
17962,departure,aeromexico,26.0,2024-05-28 22:58:00,2024-05-28 23:23:00,2024-05-28,Tuesday
17963,departure,delta air lines,26.0,2024-05-28 22:58:00,2024-05-28 23:23:00,2024-05-28,Tuesday
17964,departure,aeromexico,19.0,2024-05-28 23:00:00,2024-05-28 23:18:00,2024-05-28,Tuesday
17966,departure,delta air lines,19.0,2024-05-28 23:00:00,2024-05-28 23:18:00,2024-05-28,Tuesday
17967,departure,aeromexico,41.0,2024-05-28 23:00:00,2024-05-28 23:41:00,2024-05-28,Tuesday
17969,departure,delta air lines,41.0,2024-05-28 23:00:00,2024-05-28 23:41:00,2024-05-28,Tuesday
17970,departure,aeromexico,15.0,2024-05-28 23:00:00,2024-05-28 23:15:00,2024-05-28,Tuesday
17972,departure,delta air lines,15.0,2024-05-28 23:00:00,2024-05-28 23:15:00,2024-05-28,Tuesday
17973,departure,aeromexico,6.0,2024-05-28 23:00:00,2024-05-28 23:05:00,2024-05-28,Tuesday
17975,departure,delta air lines,6.0,2024-05-28 23:00:00,2024-05-28 23:05:00,2024-05-28,Tuesday
17976,departure,aeromexico,14.0,2024-05-28 23:00:00,2024-05-28 23:14:00,2024-05-28,Tuesday
17978,departure,delta air lines,14.0,2024-05-28 23:00:00,2024-05-28 23:14:00,2024-05-28,Tuesday
17979,departure,aeromexico,21.0,2024-05-28 23:05:00,2024-05-28 23:25:00,2024-05-28,Tuesday
17981,departure,delta air lines,21.0,2024-05-28 23:05:00,2024-05-28 23:25:00,2024-05-28,Tuesday
17982,departure,aeromexico,24.0,2024-05-28 23:05:00,2024-05-28 23:28:00,2024-05-28,Tuesday
17983,departure,delta air lines,24.0,2024-05-28 23:05:00,2024-05-28 23:28:00,2024-05-28,Tuesday
17984,departure,aeromexico,11.0,2024-05-28 23:10:00,2024-05-28 23:21:00,2024-05-28,Tuesday
17986,departure,delta air lines,11.0,2024-05-28 23:10:00,2024-05-28 23:21:00,2024-05-28,Tuesday
17987,departure,aeromexico,35.0,2024-05-28 23:14:00,2024-05-28 23:48:00,2024-05-28,Tuesday
17988,departure,delta air lines,35.0,2024-05-28 23:14:00,2024-05-28 23:48:00,2024-05-28,Tuesday
17989,departure,aeromexico,8.0,2024-05-28 23:15:00,2024-05-28 23:23:00,2024-05-28,Tuesday
17991,departure,delta air lines,8.0,2024-05-28 23:15:00,2024-05-28 23:23:00,2024-05-28,Tuesday
17992,departure,aeromexico,34.0,2024-05-28 23:21:00,2024-05-28 23:54:00,2024-05-28,Tuesday
17993,departure,delta air lines,34.0,2024-05-28 23:21:00,2024-05-28 23:54:00,2024-05-28,Tuesday
17994,departure,aeromexico,45.0,2024-05-28 23:25:00,,2024-05-28,Tuesday
17998,departure,delta air lines,45.0,2024-05-28 23:25:00,,2024-05-28,Tuesday
18000,departure,delta air lines,11.0,2024-05-28 23:25:00,2024-05-28 23:35:00,2024-05-28,Tuesday
18001,departure,aeromexico,9.0,2024-05-28 23:25:00,2024-05-28 23:34:00,2024-05-28,Tuesday
18003,departure,delta air lines,9.0,2024-05-28 23:25:00,2024-05-28 23:34:00,2024-05-28,Tuesday
18004,departure,delta air lines,24.0,2024-05-28 23:29:00,2024-05-28 23:53:00,2024-05-28,Tuesday
18005,departure,delta air lines,11.0,2024-05-28 23:45:00,2024-05-28 23:56:00,2024-05-28,Tuesday
18006,departure,aeromexico,25.0,2024-05-28 23:50:00,2024-05-29 00:14:00,2024-05-28,Tuesday
18009,departure,delta air lines,25.0,2024-05-28 23:50:00,2024-05-29 00:14:00,2024-05-28,Tuesday
18010,departure,aeromexico,38.0,2024-05-28 23:52:00,,2024-05-28,Tuesday
18013,departure,delta air lines,38.0,2024-05-28 23:52:00,,2024-05-28,Tuesday
18015,departure,aeromexico,16.0,2024-05-28 23:55:00,2024-05-29 00:10:00,2024-05-28,Tuesday
18022,departure,delta air lines,16.0,2024-05-28 23:55:00,2024-05-29 00:10:00,2024-05-28,Tuesday
18023,departure,american airlines,11.0,2024-05-28 23:59:00,2024-05-29 00:09:00,2024-05-28,Tuesday
18028,departure,jetblue airways,2.0,2024-05-28 23:59:00,2024-05-29 00:00:00,2024-05-28,Tuesday
18030,departure,delta air lines,20.0,2024-05-28 23:59:00,2024-05-29 00:19:00,2024-05-28,Tuesday
18033,departure,american airlines,86.0,2024-05-29 05:12:00,,2024-05-29,Wednesday
18035,departure,united airlines,26.0,2024-05-29 05:15:00,2024-05-29 05:41:00,2024-05-29,Wednesday
18037,departure,american airlines,15.0,2024-05-29 05:45:00,2024-05-29 05:59:00,2024-05-29,Wednesday
18040,departure,delta air lines,14.0,2024-05-29 06:00:00,2024-05-29 06:13:00,2024-05-29,Wednesday
18041,departure,southwest airlines,12.0,2024-05-29 06:15:00,2024-05-29 06:26:00,2024-05-29,Wednesday
18042,departure,aeromexico,7.0,2024-05-29 06:17:00,2024-05-29 06:24:00,2024-05-29,Wednesday
18043,departure,delta air lines,7.0,2024-05-29 06:17:00,2024-05-29 06:24:00,2024-05-29,Wednesday
18045,departure,delta air lines,6.0,2024-05-29 06:20:00,2024-05-29 06:25:00,2024-05-29,Wednesday
18046,departure,aeromexico,11.0,2024-05-29 06:25:00,2024-05-29 06:36:00,2024-05-29,Wednesday
18048,departure,delta air lines,11.0,2024-05-29 06:25:00,2024-05-29 06:36:00,2024-05-29,Wednesday
18052,departure,united airlines,12.0,2024-05-29 06:30:00,2024-05-29 06:41:00,2024-05-29,Wednesday
18053,departure,southwest airlines,10.0,2024-05-29 06:30:00,2024-05-29 06:39:00,2024-05-29,Wednesday
18056,departure,alaska airlines,8.0,2024-05-29 06:42:00,2024-05-29 06:50:00,2024-05-29,Wednesday
18058,departure,united airlines,,2024-05-29 06:45:00,,2024-05-29,Wednesday
18059,departure,southwest airlines,9.0,2024-05-29 06:55:00,2024-05-29 07:03:00,2024-05-29,Wednesday
18062,departure,american airlines,18.0,2024-05-29 06:58:00,2024-05-29 07:16:00,2024-05-29,Wednesday
18065,departure,american airlines,10.0,2024-05-29 07:00:00,2024-05-29 07:10:00,2024-05-29,Wednesday
18066,departure,jetblue airways,14.0,2024-05-29 07:00:00,2024-05-29 07:14:00,2024-05-29,Wednesday
18067,departure,hawaiian airlines,14.0,2024-05-29 07:00:00,2024-05-29 07:14:00,2024-05-29,Wednesday
18068,departure,spirit airlines,16.0,2024-05-29 07:05:00,2024-05-29 07:20:00,2024-05-29,Wednesday
18075,departure,united airlines,14.0,2024-05-29 07:17:00,2024-05-29 07:30:00,2024-05-29,Wednesday
18076,departure,southwest airlines,27.0,2024-05-29 07:20:00,2024-05-29 07:47:00,2024-05-29,Wednesday
18077,departure,american airlines,15.0,2024-05-29 07:30:00,2024-05-29 07:44:00,2024-05-29,Wednesday
18078,departure,southwest airlines,11.0,2024-05-29 07:35:00,2024-05-29 07:45:00,2024-05-29,Wednesday
18080,departure,frontier airlines,75.0,2024-05-29 07:57:00,,2024-05-29,Wednesday
18081,departure,alaska airlines,5.0,2024-05-29 08:00:00,,2024-05-29,Wednesday
18087,departure,delta air lines,7.0,2024-05-29 08:00:00,2024-05-29 08:07:00,2024-05-29,Wednesday
18091,departure,delta air lines,6.0,2024-05-29 08:00:00,2024-05-29 08:06:00,2024-05-29,Wednesday
18093,departure,aeromexico,14.0,2024-05-29 08:01:00,2024-05-29 08:15:00,2024-05-29,Wednesday
18097,departure,delta air lines,14.0,2024-05-29 08:01:00,2024-05-29 08:15:00,2024-05-29,Wednesday
18098,departure,aeromexico,25.0,2024-05-29 08:05:00,2024-05-29 08:29:00,2024-05-29,Wednesday
18099,departure,delta air lines,25.0,2024-05-29 08:05:00,2024-05-29 08:29:00,2024-05-29,Wednesday
18101,departure,delta air lines,9.0,2024-05-29 08:05:00,2024-05-29 08:14:00,2024-05-29,Wednesday
18102,departure,southwest airlines,14.0,2024-05-29 08:05:00,2024-05-29 08:19:00,2024-05-29,Wednesday
18104,departure,delta air lines,11.0,2024-05-29 08:06:00,2024-05-29 08:17:00,2024-05-29,Wednesday
18106,departure,delta air lines,4.0,2024-05-29 08:08:00,2024-05-29 08:11:00,2024-05-29,Wednesday
18107,departure,aeromexico,141.0,2024-05-29 08:09:00,,2024-05-29,Wednesday
18109,departure,delta air lines,141.0,2024-05-29 08:09:00,,2024-05-29,Wednesday
18110,departure,delta air lines,82.0,2024-05-29 08:10:00,,2024-05-29,Wednesday
18112,departure,american airlines,10.0,2024-05-29 08:15:00,2024-05-29 08:25:00,2024-05-29,Wednesday
18116,departure,delta air lines,,2024-05-29 08:15:00,,2024-05-29,Wednesday
18117,departure,delta air lines,8.0,2024-05-29 08:15:00,2024-05-29 08:23:00,2024-05-29,Wednesday
18118,departure,aeromexico,9.0,2024-05-29 08:15:00,2024-05-29 08:23:00,2024-05-29,Wednesday
18123,departure,delta air lines,9.0,2024-05-29 08:15:00,2024-05-29 08:23:00,2024-05-29,Wednesday
18126,departure,delta air lines,13.0,2024-05-29 08:20:00,2024-05-29 08:33:00,2024-05-29,Wednesday
18131,departure,delta air lines,57.0,2024-05-29 08:20:00,2024-05-29 09:17:00,2024-05-29,Wednesday
18135,departure,american airlines,126.0,2024-05-29 08:24:00,,2024-05-29,Wednesday
18136,departure,delta air lines,7.0,2024-05-29 08:25:00,2024-05-29 08:32:00,2024-05-29,Wednesday
18138,departure,delta air lines,9.0,2024-05-29 08:28:00,2024-05-29 08:37:00,2024-05-29,Wednesday
18140,departure,delta air lines,98.0,2024-05-29 08:30:00,,2024-05-29,Wednesday
18144,departure,delta air lines,13.0,2024-05-29 08:31:00,2024-05-29 08:43:00,2024-05-29,Wednesday
18148,departure,united airlines,14.0,2024-05-29 08:34:00,2024-05-29 08:47:00,2024-05-29,Wednesday
18151,departure,alaska airlines,23.0,2024-05-29 09:00:00,2024-05-29 09:22:00,2024-05-29,Wednesday
18152,departure,southwest airlines,6.0,2024-05-29 09:15:00,2024-05-29 09:21:00,2024-05-29,Wednesday
18160,departure,united airlines,20.0,2024-05-29 09:20:00,2024-05-29 09:39:00,2024-05-29,Wednesday
18161,departure,southwest airlines,30.0,2024-05-29 09:20:00,2024-05-29 09:49:00,2024-05-29,Wednesday
18162,departure,southwest airlines,7.0,2024-05-29 09:20:00,2024-05-29 09:26:00,2024-05-29,Wednesday
18163,departure,aeromexico,24.0,2024-05-29 09:25:00,2024-05-29 09:48:00,2024-05-29,Wednesday
18169,departure,delta air lines,24.0,2024-05-29 09:25:00,2024-05-29 09:48:00,2024-05-29,Wednesday
18171,departure,aeromexico,17.0,2024-05-29 09:25:00,2024-05-29 09:41:00,2024-05-29,Wednesday
18174,departure,delta air lines,17.0,2024-05-29 09:25:00,2024-05-29 09:41:00,2024-05-29,Wednesday
18175,departure,delta air lines,13.0,2024-05-29 09:25:00,2024-05-29 09:37:00,2024-05-29,Wednesday
18176,departure,aeromexico,47.0,2024-05-29 09:28:00,2024-05-29 10:15:00,2024-05-29,Wednesday
18177,departure,delta air lines,47.0,2024-05-29 09:28:00,2024-05-29 10:15:00,2024-05-29,Wednesday
18179,departure,aeromexico,27.0,2024-05-29 09:30:00,2024-05-29 09:56:00,2024-05-29,Wednesday
18183,departure,delta air lines,27.0,2024-05-29 09:30:00,2024-05-29 09:56:00,2024-05-29,Wednesday
18184,departure,aeromexico,46.0,2024-05-29 09:30:00,2024-05-29 10:15:00,2024-05-29,Wednesday
18191,departure,delta air lines,46.0,2024-05-29 09:30:00,2024-05-29 10:15:00,2024-05-29,Wednesday
18192,departure,delta air lines,22.0,2024-05-29 09:30:00,2024-05-29 09:51:00,2024-05-29,Wednesday
18193,departure,delta air lines,17.0,2024-05-29 09:30:00,2024-05-29 09:46:00,2024-05-29,Wednesday
18195,departure,delta air lines,31.0,2024-05-29 09:33:00,2024-05-29 10:03:00,2024-05-29,Wednesday
18196,departure,delta air lines,22.0,2024-05-29 09:33:00,2024-05-29 09:54:00,2024-05-29,Wednesday
18198,departure,delta air lines,18.0,2024-05-29 09:35:00,2024-05-29 09:53:00,2024-05-29,Wednesday
18199,departure,aeromexico,21.0,2024-05-29 09:37:00,2024-05-29 09:57:00,2024-05-29,Wednesday
18200,departure,delta air lines,21.0,2024-05-29 09:37:00,2024-05-29 09:57:00,2024-05-29,Wednesday
18202,departure,delta air lines,28.0,2024-05-29 09:40:00,2024-05-29 10:07:00,2024-05-29,Wednesday
18206,departure,delta air lines,20.0,2024-05-29 09:40:00,2024-05-29 10:00:00,2024-05-29,Wednesday
18208,departure,aeromexico,26.0,2024-05-29 09:41:00,2024-05-29 10:06:00,2024-05-29,Wednesday
18213,departure,delta air lines,26.0,2024-05-29 09:41:00,2024-05-29 10:06:00,2024-05-29,Wednesday
18214,departure,delta air lines,10.0,2024-05-29 09:43:00,2024-05-29 09:52:00,2024-05-29,Wednesday
18215,departure,delta air lines,26.0,2024-05-29 09:43:00,2024-05-29 10:08:00,2024-05-29,Wednesday
18216,departure,delta air lines,26.0,2024-05-29 09:45:00,2024-05-29 10:11:00,2024-05-29,Wednesday
18217,departure,aeromexico,26.0,2024-05-29 09:45:00,2024-05-29 10:11:00,2024-05-29,Wednesday
18218,departure,delta air lines,20.0,2024-05-29 09:45:00,2024-05-29 10:04:00,2024-05-29,Wednesday
18221,departure,jetblue airways,27.0,2024-05-29 09:48:00,2024-05-29 10:15:00,2024-05-29,Wednesday
18222,departure,delta air lines,20.0,2024-05-29 09:50:00,2024-05-29 10:09:00,2024-05-29,Wednesday
18223,departure,aeromexico,21.0,2024-05-29 10:00:00,2024-05-29 10:21:00,2024-05-29,Wednesday
18225,departure,delta air lines,21.0,2024-05-29 10:00:00,2024-05-29 10:21:00,2024-05-29,Wednesday
18229,departure,delta air lines,20.0,2024-05-29 10:00:00,2024-05-29 10:19:00,2024-05-29,Wednesday
18230,departure,delta air lines,19.0,2024-05-29 10:05:00,2024-05-29 10:24:00,2024-05-29,Wednesday
18231,departure,delta air lines,13.0,2024-05-29 10:05:00,2024-05-29 10:18:00,2024-05-29,Wednesday
18232,departure,delta air lines,15.0,2024-05-29 10:10:00,2024-05-29 10:24:00,2024-05-29,Wednesday
18236,departure,delta air lines,20.0,2024-05-29 10:28:00,2024-05-29 10:48:00,2024-05-29,Wednesday
18238,departure,delta air lines,12.0,2024-05-29 10:32:00,2024-05-29 10:43:00,2024-05-29,Wednesday
18239,departure,southwest airlines,12.0,2024-05-29 10:35:00,2024-05-29 10:46:00,2024-05-29,Wednesday
18241,departure,united airlines,5.0,2024-05-29 10:45:00,2024-05-29 10:49:00,2024-05-29,Wednesday
18245,departure,delta air lines,6.0,2024-05-29 17:20:00,2024-05-29 17:26:00,2024-05-29,Wednesday
18253,departure,american airlines,6.0,2024-05-29 10:50:00,2024-05-29 10:55:00,2024-05-29,Wednesday
18254,departure,aeromexico,8.0,2024-05-29 10:51:00,2024-05-29 10:58:00,2024-05-29,Wednesday
18256,departure,delta air lines,8.0,2024-05-29 10:51:00,2024-05-29 10:58:00,2024-05-29,Wednesday
18258,departure,delta air lines,6.0,2024-05-29 10:59:00,2024-05-29 11:04:00,2024-05-29,Wednesday
18265,departure,delta air lines,6.0,2024-05-29 11:00:00,2024-05-29 11:06:00,2024-05-29,Wednesday
18270,departure,delta air lines,13.0,2024-05-29 11:00:00,2024-05-29 11:13:00,2024-05-29,Wednesday
18273,departure,delta air lines,22.0,2024-05-29 11:00:00,2024-05-29 11:22:00,2024-05-29,Wednesday
18274,departure,aeromexico,14.0,2024-05-29 11:00:00,2024-05-29 11:14:00,2024-05-29,Wednesday
18275,departure,delta air lines,14.0,2024-05-29 11:00:00,2024-05-29 11:14:00,2024-05-29,Wednesday
18276,departure,delta air lines,25.0,2024-05-29 11:00:00,2024-05-29 11:25:00,2024-05-29,Wednesday
18277,departure,delta air lines,21.0,2024-05-29 11:00:00,2024-05-29 11:20:00,2024-05-29,Wednesday
18278,departure,delta air lines,22.0,2024-05-29 11:01:00,2024-05-29 11:23:00,2024-05-29,Wednesday
18284,departure,alaska airlines,19.0,2024-05-29 11:05:00,2024-05-29 11:23:00,2024-05-29,Wednesday
18289,departure,delta air lines,21.0,2024-05-29 11:05:00,2024-05-29 11:26:00,2024-05-29,Wednesday
18290,departure,delta air lines,5.0,2024-05-29 11:05:00,2024-05-29 11:10:00,2024-05-29,Wednesday
18292,departure,aeromexico,17.0,2024-05-29 11:05:00,2024-05-29 11:22:00,2024-05-29,Wednesday
18296,departure,delta air lines,17.0,2024-05-29 11:05:00,2024-05-29 11:22:00,2024-05-29,Wednesday
18297,departure,aeromexico,15.0,2024-05-29 11:05:00,2024-05-29 11:19:00,2024-05-29,Wednesday
18298,departure,delta air lines,15.0,2024-05-29 11:05:00,2024-05-29 11:19:00,2024-05-29,Wednesday
18299,departure,delta air lines,14.0,2024-05-29 11:05:00,2024-05-29 11:19:00,2024-05-29,Wednesday
18300,departure,delta air lines,18.0,2024-05-29 11:10:00,2024-05-29 11:28:00,2024-05-29,Wednesday
18301,departure,delta air lines,24.0,2024-05-29 11:10:00,2024-05-29 11:34:00,2024-05-29,Wednesday
18302,departure,aeromexico,18.0,2024-05-29 11:10:00,2024-05-29 11:28:00,2024-05-29,Wednesday
18305,departure,delta air lines,18.0,2024-05-29 11:10:00,2024-05-29 11:28:00,2024-05-29,Wednesday
18307,departure,aeromexico,286.0,2024-05-29 11:10:00,,2024-05-29,Wednesday
18312,departure,delta air lines,286.0,2024-05-29 11:10:00,,2024-05-29,Wednesday
18313,departure,frontier airlines,,2024-05-29 11:11:00,2024-05-29 11:11:00,2024-05-29,Wednesday
18314,departure,delta air lines,3.0,2024-05-29 11:15:00,2024-05-29 11:18:00,2024-05-29,Wednesday
18315,departure,aeromexico,16.0,2024-05-29 11:15:00,2024-05-29 11:30:00,2024-05-29,Wednesday
18317,departure,delta air lines,16.0,2024-05-29 11:15:00,2024-05-29 11:30:00,2024-05-29,Wednesday
18318,departure,delta air lines,16.0,2024-05-29 11:15:00,2024-05-29 11:31:00,2024-05-29,Wednesday
18320,departure,delta air lines,14.0,2024-05-29 11:15:00,2024-05-29 11:29:00,2024-05-29,Wednesday
18323,departure,delta air lines,55.0,2024-05-29 11:20:00,,2024-05-29,Wednesday
